ph,Hardness,Conductivity,Trihalomethanes,Turbidity,Original_Potability,SampleNumber,ph_rank,Hardness_rank,Conductivity_rank,Trihalomethanes_rank,Turbidity_rank,Average_Rank,Hardness_Safe,ph_safe,Conductivity_safe,Trihalomethanes_safe,Turbidity_safe,Hardness_Safe_qty,ph_safe_qty,Conductivity_safe_qty,Trihalomethanes_safe_qty,Turbidity_safe_qty,Hardness_Safe_pct,ph_safe_pct,Conductivity_safe_pct,Trihalomethanes_safe_pct,Turbidity_safe_pct,Potable_WHO_Standards,TestOrTrain,SVM_Potability,SVM Test Score,TestOrTrain,Logistic_Regression_Potability,SVM Test Score,TestOrTrain,Random_Forrest_Potability,SVM Test Score,Sample_Number
6.4,133.83,573.4,95.03,4.19,False,84,901.0,133.83,3143,3008.0,2007,1320.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,46
6.76,232.08,465.41,64.81,4.92,False,86,1170.0,232.08,2236,1425.0,2901,1930.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,47
9.92,199.18,430.51,59.29,3.39,False,87,2671.0,199.18,1768,973.0,739,1342.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,48
10.16,300.29,487.46,67.92,5.0,False,88,2697.0,300.29,2520,1661.0,2964,1278.0,False,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,49
8.72,206.37,506.94,42.38,2.56,False,89,2383.0,206.37,2730,229.0,115,1329.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,50
9.03,253.22,588.32,59.12,2.02,False,93,2489.0,253.22,3181,964.0,25,1584.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,51
6.95,203.15,551.14,55.96,3.65,False,94,1322.0,203.15,3040,788.0,1109,891.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,52
6.14,197.88,548.07,41.26,5.36,False,95,730.0,197.88,3027,196.0,3153,2168.0,True,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,53
7.08,220.67,333.05,90.3,4.76,False,96,1418.0,220.67,416,2915.0,2770,1122.0,False,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,54
5.49,135.8,441.33,88.29,5.07,False,97,406.0,135.8,1932,2859.0,3010,1862.0,True,False,False,False,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,55
7.21,120.33,418.43,63.73,3.71,False,98,1509.0,120.33,1586,1338.0,1216,1222.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,56
9.18,163.27,426.99,62.43,3.11,False,99,2534.0,163.27,1715,1225.0,451,1080.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,57
4.27,166.84,349.52,54.47,3.76,False,100,109.0,166.84,604,699.0,1311,1232.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,58
8.53,175.61,474.24,52.37,5.08,False,102,2308.0,175.61,2356,581.0,3023,1846.0,True,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,59
8.49,204.12,435.0,62.42,3.88,False,105,2296.0,204.12,1832,1224.0,1507,1773.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,60
8.86,254.62,344.3,78.11,5.53,False,107,2434.0,254.62,539,2394.0,3209,1101.0,False,False,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,61
6.1,190.0,245.86,73.42,3.98,False,108,702.0,190.0,8,2078.0,1671,1206.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,62
8.42,185.72,463.65,48.78,3.96,False,109,2272.0,185.72,2214,422.0,1653,1212.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,63
7.88,226.28,445.37,63.13,4.24,False,111,1971.0,226.28,1997,1287.0,2072,1090.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,64
7.73,252.27,339.41,60.48,3.72,False,112,1860.0,252.27,489,1077.0,1241,1732.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,65
3.39,212.03,353.91,82.39,2.8,False,113,28.0,212.03,659,2626.0,215,1373.0,False,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,66
7.18,261.85,290.42,82.03,4.6,False,116,1494.0,261.85,110,2614.0,2586,1518.0,False,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,67
10.11,240.43,403.04,61.11,3.43,False,117,2692.0,240.43,1365,1126.0,800,987.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,68
6.88,136.88,342.2,81.19,3.83,False,120,1255.0,136.88,515,2567.0,1424,1513.0,True,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,69
8.55,231.25,432.29,73.15,3.77,False,124,2321.0,231.25,1798,2055.0,1326,1766.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,70
10.31,217.22,382.95,59.58,3.29,False,125,2718.0,217.22,1052,993.0,630,1216.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,71
7.37,207.72,363.17,67.72,4.41,False,127,1625.0,207.72,781,1649.0,2352,1543.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,72
6.51,202.29,481.77,46.21,3.55,False,129,974.0,202.29,2457,328.0,972,1332.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,73
6.64,151.89,437.91,64.2,3.81,False,130,1084.0,151.89,1891,1380.0,1395,965.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,74
5.03,155.32,500.64,63.19,3.24,False,131,252.0,155.32,2665,1293.0,584,1825.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,75
6.91,155.74,439.65,55.51,2.61,False,132,1288.0,155.74,1912,757.0,136,1090.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,76
7.98,245.9,473.66,23.82,3.55,False,133,2043.0,245.9,2347,21.0,980,1704.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,77
6.08,197.5,360.06,41.87,4.2,False,134,688.0,197.5,750,210.0,2023,1940.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,78
6.24,191.91,448.24,60.94,4.51,False,135,791.0,191.91,2041,1110.0,2465,1993.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,79
6.06,160.77,327.27,69.04,3.47,False,136,681.0,160.77,350,1766.0,860,819.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,80
8.13,177.9,397.02,81.39,3.36,False,137,2124.0,177.9,1255,2580.0,716,1638.0,True,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,81
9.56,202.01,433.38,63.55,3.76,False,138,2609.0,202.01,1808,1317.0,1309,1001.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,82
8.17,200.91,525.6,66.23,4.29,False,139,2152.0,200.91,2884,1535.0,2150,1959.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,83
6.83,187.05,373.43,58.75,3.03,False,142,1215.0,187.05,923,938.0,383,1098.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,84
7.86,204.27,469.49,86.17,4.16,False,143,1961.0,204.27,2284,2796.0,1950,1872.0,False,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,85
4.97,220.85,386.41,53.91,3.42,False,144,240.0,220.85,1106,664.0,790,1273.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,86
6.21,192.94,533.8,60.49,3.55,False,145,775.0,192.94,2951,1078.0,973,1177.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,87
9.77,264.27,353.2,52.65,4.64,False,147,2643.0,264.27,648,600.0,2636,1369.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,88
9.63,152.86,417.17,90.0,4.92,False,148,2625.0,152.86,1563,2906.0,2904,1768.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,89
7.63,199.65,420.53,100.24,2.93,False,150,1807.0,199.65,1618,3057.0,303,1099.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,90
5.77,155.05,313.7,85.69,4.69,False,151,540.0,155.05,246,2773.0,2690,1184.0,True,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,91
6.58,197.23,254.39,73.75,4.58,False,152,1022.0,197.23,13,2100.0,2549,724.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,92
4.8,180.77,587.4,62.03,4.42,False,153,194.0,180.77,3179,1196.0,2360,1682.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,93
6.91,216.79,356.46,61.12,2.12,False,155,1282.0,216.79,703,1129.0,32,748.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,94
7.73,233.95,472.26,36.58,3.72,False,159,1861.0,233.95,2325,121.0,1232,1370.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,95
8.93,241.88,380.2,75.86,4.6,False,161,2459.0,241.88,1016,2244.0,2600,1495.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,96
