,Unnamed: 0,ph,Hardness,Conductivity,Trihalomethanes,Turbidity,Original_Potability,SampleNumber,ph_rank,Hardness_rank,Conductivity_rank,Trihalomethanes_rank,Turbidity_rank,Average_Rank,Hardness_Safe,ph_safe,Conductivity_safe,Trihalomethanes_safe,Turbidity_safe,Hardness_Safe_qty,ph_safe_qty,Conductivity_safe_qty,Trihalomethanes_safe_qty,Turbidity_safe_qty,Hardness_Safe_pct,ph_safe_pct,Conductivity_safe_pct,Trihalomethanes_safe_pct,Turbidity_safe_pct,Potable_WHO_Standards,Unnamed: 0,TestOrTrain,SVM_Potability,SVM Test Score,Unnamed: 0,TestOrTrain,Logistic_Regression_Potability,SVM Test Score,Unnamed: 0,TestOrTrain,Random_Forrest_Potability,SVM Test Score
10,10,7.37,214.5,469.91,62.8,2.56,False,19,1624.0,214.5,2289,1260.0,118,1003.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,10,Test,False,0.6705298013245033,10,Test,False,0.6705298013245033,10,Test,False,0.6705298013245033
11,11,6.66,168.28,523.67,77.04,3.75,False,21,1099.0,168.28,2867,2310.0,1283,1758.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,11,Test,False,0.6705298013245033,11,Test,False,0.6705298013245033,11,Test,False,0.6705298013245033
12,12,5.4,140.74,472.87,56.93,4.82,False,24,373.0,140.74,2335,834.0,2822,1687.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,12,Train,False,0.6705298013245033,12,Train,False,0.6705298013245033,12,Train,False,0.6705298013245033
13,13,6.51,198.77,413.29,79.85,5.2,False,25,983.0,198.77,1509,2500.0,3099,1858.0,True,True,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,13,Test,False,0.6705298013245033,13,Test,False,0.6705298013245033,13,Test,False,0.6705298013245033
14,14,3.45,207.93,441.79,30.28,4.18,False,26,34.0,207.93,1940,42.0,1998,1893.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,14,Train,False,0.6705298013245033,14,Train,False,0.6705298013245033,14,Train,False,0.6705298013245033
15,15,7.18,209.63,342.11,71.54,5.09,False,30,1491.0,209.63,514,1941.0,3025,886.0,False,True,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,15,Test,False,0.6705298013245033,15,Test,False,0.6705298013245033,15,Test,False,0.6705298013245033
16,16,10.43,117.79,412.99,65.73,5.06,False,32,2728.0,117.79,1500,1495.0,3003,1678.0,True,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,16,Train,False,0.6705298013245033,16,Train,False,0.6705298013245033,16,Train,False,0.6705298013245033
17,17,7.41,235.04,411.98,44.49,3.16,False,33,1660.0,235.04,1483,279.0,494,1140.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,17,Train,False,0.6705298013245033,17,Train,False,0.6705298013245033,17,Train,False,0.6705298013245033
18,18,5.12,191.95,441.75,49.24,3.9,False,35,280.0,191.95,1938,438.0,1552,1064.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,18,Test,False,0.6705298013245033,18,Test,False,0.6705298013245033,18,Test,False,0.6705298013245033
19,19,3.64,183.91,456.86,73.59,3.46,False,36,42.0,183.91,2136,2088.0,854,998.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,19,Test,False,0.6705298013245033,19,Test,False,0.6705298013245033,19,Test,False,0.6705298013245033
20,20,9.27,198.61,396.88,30.38,4.32,False,39,2550.0,198.61,1253,43.0,2210,1508.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,20,Test,False,0.6705298013245033,20,Test,False,0.6705298013245033,20,Test,False,0.6705298013245033
21,21,5.33,194.87,335.12,59.57,4.43,False,41,346.0,194.87,437,992.0,2379,1114.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,21,Test,False,0.6705298013245033,21,Test,False,0.6705298013245033,21,Test,False,0.6705298013245033
22,22,7.15,238.69,332.03,66.14,5.18,False,42,1467.0,238.69,402,1527.0,3088,1375.0,False,True,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,22,Test,False,0.6705298013245033,22,Test,False,0.6705298013245033,22,Test,False,0.6705298013245033
23,23,9.92,202.82,333.19,71.83,4.69,False,43,2673.0,202.82,419,1961.0,2693,1370.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,23,Train,False,0.6705298013245033,23,Train,False,0.6705298013245033,23,Train,False,0.6705298013245033
24,24,6.95,209.64,391.18,87.39,3.2,False,46,1323.0,209.64,1173,2840.0,539,595.0,False,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,24,Train,False,0.6705298013245033,24,Train,False,0.6705298013245033,24,Train,False,0.6705298013245033
25,25,10.68,173.38,323.81,78.47,4.0,False,47,2747.0,173.38,314,2418.0,1706,639.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,25,Train,False,0.6705298013245033,25,Train,False,0.6705298013245033,25,Train,False,0.6705298013245033
26,26,8.76,200.19,404.72,47.93,3.63,False,49,2397.0,200.19,1393,383.0,1067,1009.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,26,Train,False,0.6705298013245033,26,Train,False,0.6705298013245033,26,Train,False,0.6705298013245033
27,27,7.81,100.46,605.22,66.08,2.45,False,51,1926.0,100.46,3224,1523.0,89,728.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,27,Train,False,0.6705298013245033,27,Train,False,0.6705298013245033,27,Train,False,0.6705298013245033
28,28,6.65,145.01,545.97,71.73,3.74,False,52,1092.0,145.01,3017,1955.0,1271,1109.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,28,Test,False,0.6705298013245033,28,Test,False,0.6705298013245033,28,Test,False,0.6705298013245033
29,29,9.15,211.71,527.71,47.63,3.79,False,53,2523.0,211.71,2905,377.0,1367,1576.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,29,Train,False,0.6705298013245033,29,Train,False,0.6705298013245033,29,Train,False,0.6705298013245033
30,30,10.56,181.89,456.56,34.25,3.96,False,54,2739.0,181.89,2134,87.0,1656,1615.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,30,Test,False,0.6705298013245033,30,Test,False,0.6705298013245033,30,Test,False,0.6705298013245033
31,31,8.52,238.34,481.32,39.09,3.94,False,56,2304.0,238.34,2453,149.0,1620,1584.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,31,Test,False,0.6705298013245033,31,Test,False,0.6705298013245033,31,Test,False,0.6705298013245033
32,32,5.0,190.29,405.33,99.43,4.46,False,57,246.0,190.29,1399,3050.0,2407,1322.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,32,Train,False,0.6705298013245033,32,Train,False,0.6705298013245033,32,Train,False,0.6705298013245033
33,33,3.91,233.4,269.45,63.74,3.9,False,60,69.0,233.4,34,1339.0,1555,1076.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,33,Train,False,0.6705298013245033,33,Train,False,0.6705298013245033,33,Train,False,0.6705298013245033
34,34,6.39,213.02,369.34,17.92,3.92,False,61,895.0,213.02,864,9.0,1591,1023.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,34,Train,False,0.6705298013245033,34,Train,False,0.6705298013245033,34,Train,False,0.6705298013245033
35,35,5.06,238.57,669.73,76.52,5.11,False,66,264.0,238.57,3271,2285.0,3034,2289.0,False,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,35,Train,False,0.6705298013245033,35,Train,False,0.6705298013245033,35,Train,False,0.6705298013245033
36,36,7.26,179.89,501.18,50.99,3.64,False,69,1539.0,179.89,2670,515.0,1090,1569.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,36,Train,False,0.6705298013245033,36,Train,False,0.6705298013245033,36,Train,False,0.6705298013245033
37,37,7.16,183.09,428.04,90.04,3.88,False,70,1480.0,183.09,1730,2908.0,1520,640.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,37,Train,False,0.6705298013245033,37,Train,False,0.6705298013245033,37,Train,False,0.6705298013245033
38,38,5.7,116.3,504.38,48.15,4.16,False,71,509.0,116.3,2705,390.0,1949,1574.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,38,Train,False,0.6705298013245033,38,Train,False,0.6705298013245033,38,Train,False,0.6705298013245033
39,39,6.22,130.94,556.65,57.9,5.33,False,72,781.0,130.94,3073,887.0,3145,1822.0,True,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,39,Train,False,0.6705298013245033,39,Train,False,0.6705298013245033,39,Train,False,0.6705298013245033
40,40,3.51,158.73,307.38,79.85,3.76,False,76,35.0,158.73,206,2501.0,1307,878.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,40,Test,False,0.6705298013245033,40,Test,False,0.6705298013245033,40,Test,False,0.6705298013245033
41,41,3.72,163.64,467.56,50.58,3.66,False,77,53.0,163.64,2259,493.0,1127,1617.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,41,Train,False,0.6705298013245033,41,Train,False,0.6705298013245033,41,Train,False,0.6705298013245033
42,42,6.46,176.68,477.58,57.73,2.29,False,78,946.0,176.68,2401,873.0,58,1285.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,42,Train,False,0.6705298013245033,42,Train,False,0.6705298013245033,42,Train,False,0.6705298013245033
43,43,7.32,217.52,425.91,69.51,3.51,False,79,1585.0,217.52,1699,1802.0,917,1499.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,43,Test,False,0.6705298013245033,43,Test,False,0.6705298013245033,43,Test,False,0.6705298013245033
44,44,7.41,204.96,504.15,81.11,3.77,False,82,1658.0,204.96,2704,2564.0,1324,1029.0,False,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,44,Train,False,0.6705298013245033,44,Train,False,0.6705298013245033,44,Train,False,0.6705298013245033
45,45,5.98,258.95,514.12,82.47,2.99,False,83,637.0,258.95,2787,2632.0,361,1471.0,False,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,45,Train,False,0.6705298013245033,45,Train,False,0.6705298013245033,45,Train,False,0.6705298013245033
46,46,6.4,133.83,573.4,95.03,4.19,False,84,901.0,133.83,3143,3008.0,2007,1320.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,46,Train,False,0.6705298013245033,46,Train,False,0.6705298013245033,46,Train,False,0.6705298013245033
47,47,6.76,232.08,465.41,64.81,4.92,False,86,1170.0,232.08,2236,1425.0,2901,1930.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,47,Test,False,0.6705298013245033,47,Test,False,0.6705298013245033,47,Test,False,0.6705298013245033
48,48,9.92,199.18,430.51,59.29,3.39,False,87,2671.0,199.18,1768,973.0,739,1342.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,48,Test,False,0.6705298013245033,48,Test,False,0.6705298013245033,48,Test,False,0.6705298013245033
49,49,10.16,300.29,487.46,67.92,5.0,False,88,2697.0,300.29,2520,1661.0,2964,1278.0,False,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,49,Train,False,0.6705298013245033,49,Train,False,0.6705298013245033,49,Train,False,0.6705298013245033
50,50,8.72,206.37,506.94,42.38,2.56,False,89,2383.0,206.37,2730,229.0,115,1329.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,50,Test,False,0.6705298013245033,50,Test,False,0.6705298013245033,50,Test,False,0.6705298013245033
51,51,9.03,253.22,588.32,59.12,2.02,False,93,2489.0,253.22,3181,964.0,25,1584.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,51,Test,False,0.6705298013245033,51,Test,False,0.6705298013245033,51,Test,False,0.6705298013245033
52,52,6.95,203.15,551.14,55.96,3.65,False,94,1322.0,203.15,3040,788.0,1109,891.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,52,Train,False,0.6705298013245033,52,Train,False,0.6705298013245033,52,Train,False,0.6705298013245033
53,53,6.14,197.88,548.07,41.26,5.36,False,95,730.0,197.88,3027,196.0,3153,2168.0,True,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,53,Train,False,0.6705298013245033,53,Train,False,0.6705298013245033,53,Train,False,0.6705298013245033
54,54,7.08,220.67,333.05,90.3,4.76,False,96,1418.0,220.67,416,2915.0,2770,1122.0,False,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,54,Test,False,0.6705298013245033,54,Test,False,0.6705298013245033,54,Test,False,0.6705298013245033
55,55,5.49,135.8,441.33,88.29,5.07,False,97,406.0,135.8,1932,2859.0,3010,1862.0,True,False,False,False,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,55,Test,False,0.6705298013245033,55,Test,False,0.6705298013245033,55,Test,False,0.6705298013245033
56,56,7.21,120.33,418.43,63.73,3.71,False,98,1509.0,120.33,1586,1338.0,1216,1222.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,56,Train,False,0.6705298013245033,56,Train,False,0.6705298013245033,56,Train,False,0.6705298013245033
57,57,9.18,163.27,426.99,62.43,3.11,False,99,2534.0,163.27,1715,1225.0,451,1080.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,57,Train,False,0.6705298013245033,57,Train,False,0.6705298013245033,57,Train,False,0.6705298013245033
58,58,4.27,166.84,349.52,54.47,3.76,False,100,109.0,166.84,604,699.0,1311,1232.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,58,Test,False,0.6705298013245033,58,Test,False,0.6705298013245033,58,Test,False,0.6705298013245033
59,59,8.53,175.61,474.24,52.37,5.08,False,102,2308.0,175.61,2356,581.0,3023,1846.0,True,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,59,Train,False,0.6705298013245033,59,Train,False,0.6705298013245033,59,Train,False,0.6705298013245033
60,60,8.49,204.12,435.0,62.42,3.88,False,105,2296.0,204.12,1832,1224.0,1507,1773.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,60,Train,False,0.6705298013245033,60,Train,False,0.6705298013245033,60,Train,False,0.6705298013245033
61,61,8.86,254.62,344.3,78.11,5.53,False,107,2434.0,254.62,539,2394.0,3209,1101.0,False,False,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,61,Train,False,0.6705298013245033,61,Train,False,0.6705298013245033,61,Train,False,0.6705298013245033
62,62,6.1,190.0,245.86,73.42,3.98,False,108,702.0,190.0,8,2078.0,1671,1206.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,62,Train,False,0.6705298013245033,62,Train,False,0.6705298013245033,62,Train,False,0.6705298013245033
63,63,8.42,185.72,463.65,48.78,3.96,False,109,2272.0,185.72,2214,422.0,1653,1212.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,63,Train,False,0.6705298013245033,63,Train,False,0.6705298013245033,63,Train,False,0.6705298013245033
64,64,7.88,226.28,445.37,63.13,4.24,False,111,1971.0,226.28,1997,1287.0,2072,1090.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,64,Train,False,0.6705298013245033,64,Train,False,0.6705298013245033,64,Train,False,0.6705298013245033
65,65,7.73,252.27,339.41,60.48,3.72,False,112,1860.0,252.27,489,1077.0,1241,1732.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,65,Train,False,0.6705298013245033,65,Train,False,0.6705298013245033,65,Train,False,0.6705298013245033
66,66,3.39,212.03,353.91,82.39,2.8,False,113,28.0,212.03,659,2626.0,215,1373.0,False,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,66,Train,False,0.6705298013245033,66,Train,False,0.6705298013245033,66,Train,False,0.6705298013245033
67,67,7.18,261.85,290.42,82.03,4.6,False,116,1494.0,261.85,110,2614.0,2586,1518.0,False,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,67,Test,False,0.6705298013245033,67,Test,False,0.6705298013245033,67,Test,False,0.6705298013245033
68,68,10.11,240.43,403.04,61.11,3.43,False,117,2692.0,240.43,1365,1126.0,800,987.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,68,Train,False,0.6705298013245033,68,Train,False,0.6705298013245033,68,Train,False,0.6705298013245033
69,69,6.88,136.88,342.2,81.19,3.83,False,120,1255.0,136.88,515,2567.0,1424,1513.0,True,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,69,Test,False,0.6705298013245033,69,Test,False,0.6705298013245033,69,Test,False,0.6705298013245033
70,70,8.55,231.25,432.29,73.15,3.77,False,124,2321.0,231.25,1798,2055.0,1326,1766.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,70,Train,False,0.6705298013245033,70,Train,False,0.6705298013245033,70,Train,False,0.6705298013245033
71,71,10.31,217.22,382.95,59.58,3.29,False,125,2718.0,217.22,1052,993.0,630,1216.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,71,Train,False,0.6705298013245033,71,Train,False,0.6705298013245033,71,Train,False,0.6705298013245033
72,72,7.37,207.72,363.17,67.72,4.41,False,127,1625.0,207.72,781,1649.0,2352,1543.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,72,Test,False,0.6705298013245033,72,Test,False,0.6705298013245033,72,Test,False,0.6705298013245033
73,73,6.51,202.29,481.77,46.21,3.55,False,129,974.0,202.29,2457,328.0,972,1332.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,73,Test,False,0.6705298013245033,73,Test,False,0.6705298013245033,73,Test,False,0.6705298013245033
74,74,6.64,151.89,437.91,64.2,3.81,False,130,1084.0,151.89,1891,1380.0,1395,965.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,74,Test,False,0.6705298013245033,74,Test,False,0.6705298013245033,74,Test,False,0.6705298013245033
75,75,5.03,155.32,500.64,63.19,3.24,False,131,252.0,155.32,2665,1293.0,584,1825.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,75,Test,False,0.6705298013245033,75,Test,False,0.6705298013245033,75,Test,False,0.6705298013245033
76,76,6.91,155.74,439.65,55.51,2.61,False,132,1288.0,155.74,1912,757.0,136,1090.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,76,Train,False,0.6705298013245033,76,Train,False,0.6705298013245033,76,Train,False,0.6705298013245033
77,77,7.98,245.9,473.66,23.82,3.55,False,133,2043.0,245.9,2347,21.0,980,1704.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,77,Train,False,0.6705298013245033,77,Train,False,0.6705298013245033,77,Train,False,0.6705298013245033
78,78,6.08,197.5,360.06,41.87,4.2,False,134,688.0,197.5,750,210.0,2023,1940.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,78,Train,False,0.6705298013245033,78,Train,False,0.6705298013245033,78,Train,False,0.6705298013245033
79,79,6.24,191.91,448.24,60.94,4.51,False,135,791.0,191.91,2041,1110.0,2465,1993.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,79,Test,False,0.6705298013245033,79,Test,False,0.6705298013245033,79,Test,False,0.6705298013245033
80,80,6.06,160.77,327.27,69.04,3.47,False,136,681.0,160.77,350,1766.0,860,819.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,80,Train,False,0.6705298013245033,80,Train,False,0.6705298013245033,80,Train,False,0.6705298013245033
81,81,8.13,177.9,397.02,81.39,3.36,False,137,2124.0,177.9,1255,2580.0,716,1638.0,True,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,81,Test,False,0.6705298013245033,81,Test,False,0.6705298013245033,81,Test,False,0.6705298013245033
82,82,9.56,202.01,433.38,63.55,3.76,False,138,2609.0,202.01,1808,1317.0,1309,1001.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,82,Train,False,0.6705298013245033,82,Train,False,0.6705298013245033,82,Train,False,0.6705298013245033
83,83,8.17,200.91,525.6,66.23,4.29,False,139,2152.0,200.91,2884,1535.0,2150,1959.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,83,Train,False,0.6705298013245033,83,Train,False,0.6705298013245033,83,Train,False,0.6705298013245033
84,84,6.83,187.05,373.43,58.75,3.03,False,142,1215.0,187.05,923,938.0,383,1098.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,84,Train,False,0.6705298013245033,84,Train,False,0.6705298013245033,84,Train,False,0.6705298013245033
85,85,7.86,204.27,469.49,86.17,4.16,False,143,1961.0,204.27,2284,2796.0,1950,1872.0,False,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,85,Test,False,0.6705298013245033,85,Test,False,0.6705298013245033,85,Test,False,0.6705298013245033
86,86,4.97,220.85,386.41,53.91,3.42,False,144,240.0,220.85,1106,664.0,790,1273.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,86,Train,False,0.6705298013245033,86,Train,False,0.6705298013245033,86,Train,False,0.6705298013245033
87,87,6.21,192.94,533.8,60.49,3.55,False,145,775.0,192.94,2951,1078.0,973,1177.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,87,Test,False,0.6705298013245033,87,Test,False,0.6705298013245033,87,Test,False,0.6705298013245033
88,88,9.77,264.27,353.2,52.65,4.64,False,147,2643.0,264.27,648,600.0,2636,1369.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,88,Train,False,0.6705298013245033,88,Train,False,0.6705298013245033,88,Train,False,0.6705298013245033
89,89,9.63,152.86,417.17,90.0,4.92,False,148,2625.0,152.86,1563,2906.0,2904,1768.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,89,Train,False,0.6705298013245033,89,Train,False,0.6705298013245033,89,Train,False,0.6705298013245033
90,90,7.63,199.65,420.53,100.24,2.93,False,150,1807.0,199.65,1618,3057.0,303,1099.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,90,Train,False,0.6705298013245033,90,Train,False,0.6705298013245033,90,Train,False,0.6705298013245033
